2015-06-28 23:23:11,0,31.0
2015-06-28 23:23:11,0,31.05
2015-06-28 23:23:11,0,30.57
2015-06-28 23:23:11,0,30.57
2015-06-28 23:23:11,0,32.03
2015-06-28 23:23:11,0,31.05
2015-06-28 23:23:11,0,31.54
2015-06-28 23:23:12,1,32.52
2015-06-28 23:23:13,1,32.03
2015-06-28 23:23:13,1,31.54
2015-06-28 23:23:13,1,31.54
2015-06-28 23:23:13,1,31.05
2015-06-28 23:23:13,2,31.54
2015-06-28 23:23:13,2,31.54
2015-06-28 23:23:13,2,31.54
2015-06-28 23:23:13,2,31.54
2015-06-28 23:23:13,2,31.05
2015-06-28 23:23:13,2,31.05
2015-06-28 23:23:14,2,31.05
2015-06-28 23:23:14,2,29.59
2015-06-28 23:23:14,2,31.54
2015-06-28 23:23:14,2,31.05
2015-06-28 23:23:14,3,30.57
2015-06-28 23:23:14,3,30.57
2015-06-28 23:23:14,3,30.57
2015-06-28 23:23:14,3,31.05
2015-06-28 23:23:14,3,32.03
2015-06-28 23:23:14,3,32.03
2015-06-28 23:23:15,3,31.05
2015-06-28 23:23:15,3,31.05
2015-06-28 23:23:15,3,31.05
2015-06-28 23:23:15,4,31.05
2015-06-28 23:23:15,4,30.57
2015-06-28 23:23:15,4,31.05
2015-06-28 23:23:15,4,31.05
2015-06-28 23:23:15,4,31.54
2015-06-28 23:23:15,4,31.54
2015-06-28 23:23:15,4,31.54
2015-06-28 23:23:16,4,32.03
2015-06-28 23:23:16,4,30.57
2015-06-28 23:23:16,4,32.03
2015-06-28 23:23:16,5,32.03
2015-06-28 23:23:16,5,31.05
2015-06-28 23:23:16,5,33.01
2015-06-28 23:23:16,5,32.03
2015-06-28 23:23:16,5,30.08
2015-06-28 23:23:16,5,31.05
2015-06-28 23:23:16,5,32.52
2015-06-28 23:23:17,5,31.05
2015-06-28 23:23:17,5,31.54
2015-06-28 23:23:17,5,31.54
2015-06-28 23:23:17,6,31.54
2015-06-28 23:23:17,6,31.54
2015-06-28 23:23:17,6,31.54
2015-06-28 23:23:17,6,31.54
2015-06-28 23:23:17,6,31.54
2015-06-28 23:23:17,6,31.05
2015-06-28 23:23:17,6,32.03
2015-06-28 23:23:18,6,31.05
2015-06-28 23:23:18,6,31.05
2015-06-28 23:23:18,6,30.08
2015-06-28 23:23:18,7,31.05
2015-06-28 23:23:18,7,31.54
2015-06-28 23:23:18,7,30.08
2015-06-28 23:23:18,7,30.57
2015-06-28 23:23:18,7,31.05
2015-06-28 23:23:18,7,31.54
2015-06-28 23:23:18,7,31.05
2015-06-28 23:23:19,7,31.54
2015-06-28 23:23:19,7,31.05
2015-06-28 23:23:19,7,31.05
2015-06-28 23:23:19,8,31.05
2015-06-28 23:23:19,8,31.05
2015-06-28 23:23:19,8,31.05
2015-06-28 23:23:19,8,31.05
2015-06-28 23:23:19,8,31.05
2015-06-28 23:23:19,8,32.03
2015-06-28 23:23:19,8,30.08
2015-06-28 23:23:20,8,32.03
2015-06-28 23:23:20,8,31.05
2015-06-28 23:23:20,8,31.05
2015-06-28 23:23:20,9,30.08
2015-06-28 23:23:20,9,31.05
2015-06-28 23:23:20,9,30.08
2015-06-28 23:23:20,9,31.54
2015-06-28 23:23:20,9,31.05
2015-06-28 23:23:20,9,31.05
2015-06-28 23:23:20,9,31.05
2015-06-28 23:23:21,9,30.57
2015-06-28 23:23:21,9,31.05
2015-06-28 23:23:21,9,31.54
2015-06-28 23:23:21,10,31.54
2015-06-28 23:23:21,10,34.47
2015-06-28 23:23:21,10,31.54
2015-06-28 23:23:21,10,31.54
2015-06-28 23:23:21,10,30.08
2015-06-28 23:23:21,10,31.05
2015-06-28 23:23:21,10,31.05
2015-06-28 23:23:22,10,30.57
2015-06-28 23:23:22,10,32.03
2015-06-28 23:23:22,10,32.03
2015-06-28 23:23:22,11,31.05
2015-06-28 23:23:22,11,31.54
2015-06-28 23:23:22,11,32.03
2015-06-28 23:23:22,11,30.08
2015-06-28 23:23:22,11,30.57
2015-06-28 23:23:22,11,31.54
2015-06-28 23:23:22,11,31.54
2015-06-28 23:23:23,11,31.54
2015-06-28 23:23:23,11,31.05
2015-06-28 23:23:23,11,31.54
2015-06-28 23:23:23,12,31.05
2015-06-28 23:23:23,12,31.54
2015-06-28 23:23:23,12,31.54
2015-06-28 23:23:23,12,31.54
2015-06-28 23:23:23,12,31.05
2015-06-28 23:23:23,12,31.05
2015-06-28 23:23:23,12,30.57
2015-06-28 23:23:24,12,30.57
2015-06-28 23:23:24,12,30.57
2015-06-28 23:23:24,12,31.05
2015-06-28 23:23:24,13,32.03
2015-06-28 23:23:24,13,30.57
2015-06-28 23:23:24,13,32.52
2015-06-28 23:23:24,13,31.54
2015-06-28 23:23:24,13,31.54
2015-06-28 23:23:24,13,31.05
2015-06-28 23:23:24,13,31.05
2015-06-28 23:23:25,13,31.05
2015-06-28 23:23:25,13,31.05
2015-06-28 23:23:25,13,31.05
2015-06-28 23:23:25,14,31.05
2015-06-28 23:23:25,14,31.54
2015-06-28 23:23:25,14,31.54
2015-06-28 23:23:25,14,31.05
2015-06-28 23:23:25,14,31.54
2015-06-28 23:23:25,14,32.03
2015-06-28 23:23:26,14,31.05
